284,171,307,563,1,0.8165117502212524
315,170,341,563,1,0.947408139705658
349,167,373,564,1,0.9199185371398926
481,167,502,414,1,0.917182207107544
513,162,540,564,1,0.887394905090332
186,173,207,278,1,0.9221934080123901
382,186,405,480,1,0.9416335225105286
416,186,439,563,1,0.9622567296028137
450,187,471,563,1,0.8099158406257629
154,233,178,393,1,0.6962900161743164
614,290,653,433,1,0.8997951149940491
159,385,177,628,1,0.831717848777771
191,579,219,982,1,0.8305575847625732
223,593,244,648,1,0.7283595204353333
258,584,282,981,1,0.910536527633667
292,586,311,886,1,0.8976495265960693
322,585,348,980,1,0.902786135673523
353,585,383,980,1,0.9342849254608154
387,587,414,977,1,0.8886592984199524
421,586,444,977,1,0.9240778684616089
451,587,479,977,1,0.8874804973602295
482,586,514,978,1,0.9532110095024109
224,655,247,783,1,0.9343240261077881
628,695,645,714,1,0.8570650219917297
628,742,646,760,1,0.9012663960456848
225,785,254,978,1,0.9138268232345581
