145,143,171,157,1,0.24716931217726534
437,173,455,205,1,0.004652189184100541
467,175,483,205,1,0.006224487271105694
241,187,259,217,1,0.0007265306110519933
297,187,315,217,1,0.0013553674542601257
381,191,399,215,1,0.004609476438128868
411,175,427,233,1,0.0004127378543239725
493,175,511,217,1,0.006041523193452358
131,203,149,233,1,0.00021210469969082466
159,203,177,247,1,0.0007396631116847775
434,200,484,232,1,0.019944514547608497
411,231,433,243,1,0.10799883946768458
133,245,147,273,1,0.16864794968349006
439,229,455,273,1,0.0005453602246025015
241,255,261,287,1,0.02237611614646995
439,271,455,315,1,0.0011796901514329883
159,297,177,327,1,0.005990627195727127
465,283,483,327,1,0.004705161536390501
495,299,511,327,1,0.00038713903409038145
411,315,435,329,1,0.007630982328597576
413,409,425,439,1,0.4596959258051925
495,451,511,481,1,0.0032544913507531192
185,477,203,509,1,0.0013329758840742306
411,465,427,509,1,0.0
409,489,457,525,1,0.0042538537540702135
439,465,455,495,1,0.011016028030878866
467,453,485,537,1,0.0
495,481,513,537,1,5.5949510498220535e-05
521,477,539,507,1,0.12123221508176485
525,507,541,535,1,0.0003061424442954465
607,307,649,687,1,0.0
157,575,175,607,1,0.004645629859030775
213,575,233,607,1,0.004363353558042071
495,577,513,607,1,0.05313208998043906
128,574,156,650,1,0.0005587273395946113
159,605,177,635,1,0.0013276469033625254
185,573,205,635,1,0.027751018428575414
525,605,541,647,1,0.034131545971690436
157,629,177,663,1,0.05535695521631667
185,631,205,661,1,0.3564354783836876
570,758,600,796,1,0.8349917711648835
691,797,711,843,1,0.015518525087300505
159,883,175,913,1,0.0025709498793911184
