339,157,355,199,1,0.07513280628904795
123,227,143,251,1,0.05325372314551857
336,200,356,269,1,0.10986719298304948
393,183,423,300,1,0.0
123,313,143,335,1,0.8881897329513357
123,259,143,463,1,0.4891923873208306
123,121,412,544,1,0.02248797815731507
447,255,487,409,1,0.019922560466950623
455,407,469,455,1,0.0
535,287,583,400,1,0.04194816499052956
123,471,143,519,1,0.002536169160866422
208,422,236,522,1,0.0
367,467,385,521,1,0.5814260475532684
452,440,484,500,1,1.4979227630638385e-05
120,526,144,604,1,0.23560678651097877
452,516,484,578,1,0.005641289879733391
175,543,243,671,1,0.002147122497382137
300,548,326,642,1,0.0033689175549165284
180,666,236,734,1,0.029453106065151724
144,544,182,922,1,0.0
175,728,215,915,1,0.0
208,730,236,922,1,0.0
225,531,435,939,1,0.0020708584681736752
456,673,486,809,1,0.0
464,473,482,524,1,0.000114144897857168
