440,573,454,949,1,0.9999145269393921
227,572,241,945,1,0.9999065399169922
413,574,427,919,1,0.9998918771743774
386,574,400,760,1,0.9998891353607178
344,617,366,727,1,0.9998869895935059
521,575,535,946,1,0.9998853206634521
252,171,266,541,1,0.9998815059661865
359,170,373,545,1,0.9998750686645508
253,571,268,945,1,0.9998714923858643
281,574,294,945,1,0.9998615980148315
446,215,468,325,1,0.9998601675033569
467,574,481,947,1,0.9998573064804077
577,577,591,675,1,0.9998563528060913
307,585,322,942,1,0.9998524188995361
225,173,239,542,1,0.9998323917388916
173,581,187,944,1,0.9998311996459961
494,574,508,946,1,0.9998286962509155
412,185,427,527,1,0.999828577041626
171,171,186,543,1,0.9998251795768738
306,171,320,543,1,0.9998199343681335
548,585,562,940,1,0.9997996687889099
279,172,293,542,1,0.999794065952301
385,184,399,543,1,0.9997789263725281
198,172,212,547,1,0.9997525811195374
142,173,157,541,1,0.9997386336326599
602,575,618,947,1,0.9996898174285889
145,573,160,944,1,0.9996442794799805
200,570,214,919,1,0.9996005892753601
348,857,362,902,1,0.9995928406715393
332,169,346,544,1,0.9995620846748352
633,255,645,517,1,0.9995294809341431
452,460,466,503,1,0.998291552066803
699,86,714,210,1,0.997820258140564
630,763,643,785,1,0.9522703886032104
700,717,713,994,1,0.8343324065208435
541,286,570,476,1,0.7798245549201965
