特輯,欄目,題目,作者/譯者,備考,起始頁
__,,封面,,,1
__,廣告,商務印書館發行 空前之大叢書「四部叢刊」發售預約,,,2
__,__,婦女雜誌第六卷第九號目次,,,3
__,廣告,婦女雜誌社徵文廣告,,,4
__,插圖,愛讀婦女雜誌者江濬之君及其夫人李毓珉女士小影,__,,5
__,插圖,巴黎美術大學畢業李超士君在上海女子藝術師範學校教授畫法之攝影,__,,6
__,插圖,李殿春女士在上海女子藝術師範學校教授寫生畫攝影,__,,6
__,插圖,安徽龔均珊女士畫柳陰蟬唱圖,__,,7
__,插圖,北京女子工讀互助團錢初雅繆伯英何琛媛韓人韓德誥諸女士攝影,__,,7
__,插圖,新加坡南華女學第一次學生成績展覽會刺繡部攝影,__,,8
__,廣告,Viyella「拉也維」作襯衣披衣無上之法蘭絨；商務印書館發行,,,9
__,廣告,「閣下之嬰孩是否食甘睡寧日見強壯耶否則以下新聞祈細閱之於閣下有益也」、「年老人大便祕結之治法」韋廉士醫生藥局嬰孩自己藥片、清導丸,,,10
__,插圖,安徽龔均珊女士畫柳陰蟬唱圖,__,重複,11
__,插圖,新加坡南華女學第一次學生成績展覽會刺繡部攝影,__,重複,12
__,插圖,愛讀婦女雜誌者江濬之君及其夫人李毓珉女士小影,__,重複,13
__,插圖,巴黎美術大學畢業李超士君在上海女子藝術師範學校教授畫法之攝影,__,重複,14
__,廣告,「影印陳簠齋尺牘」商務印書館發行,,,15
__,廣告,商務印書館發行「共和國教科書」,,,16
__,廣告,革新教科書的先鋒隊來了「新法教科書」商務印書館發行,,,17
__,廣告,「全國小學校鑑、諸君要採用教科書麼」商務印書館謹啟,,,18
__,社論,現代結婚基礎的缺陷和今後應取的方針,李三旡,,19
__,社論,貞操問題,胡懷琛,,27
__,廣告,停止咖啡 飲博士登,,,31
__,廣告,鷄眼之消除法「加斯血藥水獨一無二」美國芝加高羅崙氏公司,,,32
__,譯論,娼妓制度史考,瑟廬,,33
__,廣告,「固齡玉牙膏」貿勒洋行經理,,,41
__,廣告,美國製造「夕陽染皂」中國總理上海茂生洋行,,,42
__,通論,釋婢問題答敵秋君,胡懷琛,,43
__,通論,新婦女所應該剷除的幾種劣根性,雲舫,,45
__,廣告,上海廣東種德園精製著名藥品「婦科聖藥烏鷄白鳳丸」、「橘紅半夏露」；新華儲蓄銀行「公共儲金」,,,51
__,廣告,商務印書館發行雜誌介紹,,,52
__,名著,婦女運動的造成譯自“What Woman Want”第六章,佩韋〔譯〕,,53
__,廣告,商務印書館發行、教育部審定「中等學校教科書」,,,63
__,廣告,商務印書館發行《東方雜誌》十七卷十六號要目；《學藝雜誌》第二卷四號要目,,,64
__,學術,家庭雅樂揚琴譜,孫和仲,,65
__,廣告,商務印書館發行《英文雜誌》、《學生雜誌》、《北京大學月刊》、《太平洋雜誌》,,,73
__,廣告,商務印書館發行《教育雜誌》、《小說月報》、《英語週刊》、《少年雜誌》,,,74
__,常識,果醬簡製法(附圖),繭翁,,75
__,常識,利用渠沼的婦女生計學,繆程淑儀,,79
__,常識,紙盆種植法,繭翁,,85
__,常識,我之婦女解放談,伍自培,,86
__,常識,為什麼要送禮,敵秋,,89
__,常識,婦女夏令衛生談,繆程淑儀,,92
__,常識,妊婦須知與育兒要言,居慧貞,,98
__,常識,齒牙衛生譚,葉實之,,108
__,常識,家庭染色法,西神,,110
__,常識,科學小識 (續),小青譯,,114
__,常識,新智識囊百問 (續),小青節譯,,116
__,廣告,商務印書館發行「尚志學會叢書」,,,119
__,廣告,《世界叢書》上海商務印書館謹啟,,,120
__,雜載,世界女子消息 美國家庭教育,莊澤宜,,121
__,__,勞農俄羅斯之保護婦女兒童觀,紐約世界報記者愛爾氏著、劉鳳生〔譯〕,,131
