635,262,644,271,1,0.000000
635,279,644,288,1,11.461983
634,297,645,318,1,12.051155
625,318,653,330,1,0.000000
634,345,644,366,1,0.000000
634,377,644,384,1,18.031296
625,384,653,396,1,21.542465
634,414,644,432,1,20.338463
634,441,645,453,1,0.000000
635,475,645,518,1,8.697090
0,504,0,647,1,95.000000
448,217,469,238,1,58.346691
437,261,473,325,1,0.000000
453,461,466,474,1,29.297981
454,489,467,503,1,10.075211
412,187,426,210,1,0.000000
412,216,433,531,1,0.000000
386,188,399,211,1,30.155060
385,217,405,387,1,53.699993
386,403,405,427,1,59.913445
386,475,400,502,1,44.595837
358,173,371,186,1,66.668472
358,217,377,229,1,10.241150
357,230,378,487,1,43.780907
360,504,378,546,1,29.028107
332,172,350,259,1,40.976967
334,275,346,285,1,0.000000
333,366,351,426,1,40.367157
333,492,352,545,1,22.511803
305,173,319,199,1,14.861153
306,245,319,258,1,0.000000
307,375,325,444,1,50.675964
0,832,0,890,1,95.000000
225,174,239,286,1,33.514114
217,263,262,296,1,16.110870
225,302,258,544,1,0.000000
198,174,212,211,1,29.128677
198,254,216,299,1,56.940071
199,395,220,438,1,0.000000
200,497,218,544,1,0.000000
0,937,0,999,1,95.000000
707,818,712,850,1,0.000000
702,868,713,1005,1,0.000000
631,671,633,673,1,52.677933
632,764,643,784,1,0.000000
633,837,637,842,1,10.358284
606,578,619,591,1,0.000000
601,693,623,949,1,32.647713
578,577,591,597,1,0.000000
547,591,568,942,1,11.637573
539,842,573,911,1,0.000000
522,577,542,633,1,24.976837
522,711,543,760,1,7.471199
517,846,536,888,1,48.588974
495,577,514,760,1,1.036606
495,768,509,770,1,7.250359
493,777,513,947,1,46.793869
469,577,482,603,1,10.618912
467,605,488,947,1,0.000000
440,576,460,947,1,4.421783
415,576,429,589,1,0.000000
414,683,434,760,1,49.584984
413,815,432,846,1,26.283203
388,575,401,589,1,48.950256
388,595,401,613,1,33.228264
386,619,407,760,1,0.000000
377,676,411,697,1,87.844666
377,697,411,712,1,71.340813
377,712,411,751,1,0.000000
377,751,411,763,1,0.000000
346,619,367,660,1,28.588463
347,684,366,685,1,37.534035
349,858,362,872,1,43.850578
349,888,363,902,1,15.219566
307,590,327,702,1,0.000000
299,676,331,709,1,31.743248
308,736,322,746,1,8.104790
308,790,327,844,1,37.825027
308,883,322,901,1,26.409286
307,919,326,928,1,0.000000
302,996,322,1008,1,15.315254
282,574,295,587,1,57.995201
281,645,295,716,1,0.000000
281,729,302,771,1,0.000000
277,861,300,916,1,16.921242
254,560,275,673,1,17.810394
254,680,268,682,1,4.376007
253,689,274,945,1,0.000000
245,910,279,949,1,7.465317
227,575,241,616,1,17.587120
227,679,246,730,1,43.536308
228,814,246,844,1,0.000000
226,898,246,931,1,29.917320
200,574,213,587,1,0.865547
200,594,213,630,1,44.957108
201,632,219,669,1,0.000000
202,689,214,699,1,21.223969
203,704,215,711,1,25.121208
211,723,215,724,1,52.185440
202,731,214,744,1,24.669914
202,750,215,753,1,89.127266
201,765,220,773,1,25.958321
201,780,214,781,1,89.554588
201,788,215,811,1,51.216316
192,807,224,822,1,79.350861
201,822,220,840,1,64.357239
192,840,224,852,1,67.055840
200,852,214,859,1,28.653008
200,865,214,867,1,60.556633
200,879,214,897,1,0.000000
192,897,224,906,1,89.074234
200,906,219,917,1,27.245529
174,589,188,687,1,47.931145
164,666,196,693,1,3.911217
174,729,188,758,1,0.728699
174,798,188,825,1,14.116425
148,675,161,700,1,0.000000
146,781,167,859,1,0.000000
