738,852,744,872,1,45.317436
735,877,749,1019,1,2.045410
643,207,653,889,1,95.000000
0,466,0,665,1,95.000000
581,417,596,468,1,28.384117
577,504,631,518,1,63.433159
591,554,618,586,1,76.017487
592,598,617,613,1,60.597984
577,612,631,640,1,14.336121
591,639,618,670,1,61.236687
577,669,631,697,1,63.478149
591,696,618,724,1,59.483776
592,737,618,751,1,58.392109
592,765,619,781,1,72.270020
592,792,617,808,1,52.625179
577,807,631,832,1,59.294933
592,831,618,845,1,51.670731
592,858,617,873,1,52.227768
593,885,619,901,1,36.607445
564,427,578,448,1,13.064156
555,477,592,504,1,62.788010
563,524,576,544,1,40.685257
562,592,576,628,1,12.701553
562,661,576,671,1,0.000000
562,672,578,902,1,0.000000
555,420,557,423,1,31.831596
541,525,557,902,1,28.989799
520,525,535,545,1,21.603859
520,557,535,578,1,28.498367
521,588,536,861,1,25.920517
491,493,494,494,1,22.371529
474,543,509,584,1,52.844563
495,599,510,842,1,0.000000
495,849,510,903,1,36.555336
447,493,493,514,1,53.950066
471,557,472,581,1,13.500809
464,583,497,598,1,33.734245
474,607,487,626,1,50.816406
475,634,488,649,1,0.000000
473,655,488,679,1,13.708160
474,683,488,696,1,31.631813
474,703,488,709,1,22.408112
474,711,488,778,1,22.408112
475,799,488,817,1,60.453568
474,821,487,832,1,24.544960
475,835,487,844,1,32.945465
475,853,488,875,1,32.945465
475,880,488,904,1,8.764282
441,497,464,507,1,54.622383
434,531,462,647,1,0.000000
438,664,459,682,1,0.000000
438,694,460,715,1,0.000000
428,715,471,736,1,42.525768
439,736,460,746,1,55.817036
439,757,461,778,1,60.500481
428,778,471,799,1,63.174580
440,799,460,808,1,71.508827
428,820,471,841,1,33.849617
439,841,461,862,1,56.569054
428,862,471,880,1,55.578655
428,880,471,895,1,63.379658
404,928,537,936,1,0.000000
543,927,592,935,1,42.795200
402,213,410,884,1,95.000000
393,717,403,773,1,34.147629
341,717,362,753,1,33.985451
342,767,362,778,1,10.523880
342,791,362,802,1,43.959736
343,816,361,827,1,0.000000
343,840,362,851,1,54.740215
373,859,377,863,1,66.596558
343,872,362,884,1,69.381058
317,756,328,839,1,21.657585
382,220,389,864,1,95.000000
303,732,313,742,1,61.706745
303,755,313,766,1,18.181824
303,767,314,818,1,73.665985
303,819,313,829,1,0.000000
303,830,313,839,1,0.000000
232,928,369,939,1,0.000000
218,230,231,250,1,58.879246
241,229,248,250,1,63.185925
259,229,266,250,1,27.630913
277,229,295,250,1,72.962166
305,230,313,250,1,64.551559
313,225,328,261,1,53.124245
328,229,336,250,1,53.975254
260,767,271,808,1,42.407181
260,809,270,840,1,96.835594
224,855,306,869,1,47.503124
247,845,265,880,1,36.895302
265,855,286,869,1,94.880447
286,845,298,880,1,32.259354
298,845,310,880,1,37.302231
0,733,0,893,1,95.000000
202,757,213,819,1,25.635460
0,716,0,902,1,95.000000
176,914,223,924,1,0.000000
